seq	page	complex	fond_raw	title	opys	ranges	years	pdfs
256	opisi-2	2-214	Р-23	Бурошнекова установка БУГ-2	1	1-305	1964-1967	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-212_1__2-213_1__2-214_1.pdf
257	opisi-2	2-215	Р-73	Мікроскоп растровий електронний низьковольтний РЭМН-2	1	1-326	1970-1981	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-215_1__2-216_1.pdf
258	opisi-2	2-216	Р-73	Високочастотна кодова сигналізація ВКС-2М	1	1-164	1974-1979	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-215_1__2-216_1.pdf
259	opisi-2	2-217	Р-153	Тракторні самохідні шасі	1	1-288	1952-1972	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-217_1.pdf
260	opisi-2	2-218	Р-20	Парові турбіни типу АК	1	1-1380	1943-1961	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-218_1.pdf
261	opisi-2	2-219	Р-142	Електрофікована дощова машина фронтального переміщення	1	1-59	1980-1987	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-204_2__2-219_1.pdf
262	opisi-2	2-220	Р-117	Вертикальна восьмихідна склообмотна машина ОКБ 4133	1	1-21	1955-1968	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-169_2__2-220_1__2-221_1.pdf
263	opisi-2	2-221	Р-117	Електросушило прохідне ОКБ 4139	1	1-13	1959-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-169_2__2-220_1__2-221_1.pdf
264	opisi-2	2-221	Р-117	Електросушило прохідне ОКБ 4139	2	14-39	1961	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-169_4__2-221_2.pdf
265	opisi-2	2-222	Р-161	Спеціальний агрегатний свердлильно-різьбонарізний верстат ХА10733	1	1-7	1973-1974	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-222_1.pdf
266	opisi-2	2-223	Р-104	Установка для фарбування внутрішніх поверхонь	1	1	1963	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-223_1__2-224_1.pdf
267	opisi-2	2-224	Р-104	Автомат для цинкування деталей на підвісці	1	1-34	1961-1962	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-223_1__2-224_1.pdf
268	opisi-2	2-225	Р-43	Двопозиційна установка для підігріву шихти до 25-тонних печей у футерованому цебрі з використанням тепла відходних газів	1	1	1972	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-225_1__2-226_1__2-227_1__2-228_1.pdf
269	opisi-2	2-226	Р-43	Двопозиційна установка з газовим обігрівом та використанням тепла відхідних газів для високого підігріву шихти до дугових електропечей	1	1	1967-1971	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-225_1__2-226_1__2-227_1__2-228_1.pdf
270	opisi-2	2-227	Р-43	Установка для вилуговування залишків кераміки з відливок точного сталевого лиття	1	1	1963-1965	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-225_1__2-226_1__2-227_1__2-228_1.pdf
271	opisi-2	2-228	Р-43	Поточна лінія виплавки, прогартування, охолодження форм точного лиття	1	1	1974	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-225_1__2-226_1__2-227_1__2-228_1.pdf
272	opisi-2	2-229	Р-138	Машина для абразивного зачищення кола діаметром 30-80	1	1-6	1969-1971	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-229_1.pdf
273	opisi-2	2-230	Р-166	Крокуюча опалубка для стовбура Ф4,5	1	1-8	1961-1964	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-230_1__2-231_1__2-232_1.pdf
274	opisi-2	2-231	Р-166	Верстат для заточування зйомних додаткових бурових коронок	1	1-5	1962-1963	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-230_1__2-231_1__2-232_1.pdf
275	opisi-2	2-232	Р-166	Агрегат для зведення монолітного бетонного кріплення в горизонтальних гірничих виробках	1	1-14	1963-1965	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-230_1__2-231_1__2-232_1.pdf
276	opisi-2	2-233	Р-71	Установка для змащування підшипників схилів шахтних вагонеток	1	1-15	1971-1972	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-233_1.pdf
277	opisi-2	2-234	Р-45	Вугільний комбайн «Комсомолец»	1	1-6	1965-1966	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-234_1.pdf
278	opisi-2	2-235	Р-44	Копіювально-гравіювальний верстат моделі ОФ-36А	1	1-14	1968-1969	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-235_1.pdf
279	opisi-2	2-236	Р-104	Проекти технологічних процесів, устаткування, засобів механізації та автоматизації для виробництва автомобілів	1	1-100	1960-1971	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-236_1.pdf
280	opisi-2	2-237	Р-173	Установка стругова швидкохідна УСБ-67	1	1-2	1968-1976	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-237_1.pdf
281	opisi-2	2-238	Р-226	Засоби механізації, автоматизації спеціального ливарного ковальського технологічного обладнання	1	1-5	1966-1990	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-238_1.pdf
282	opisi-2	2-239	Р-175	Снігоходний важкий тягач "Харків'янка-1"	1	1-83	1958	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-239_1.pdf
283	opisi-2	2-240	Р-177	Зернозбиральні комбайни	1	1-224	1934-1951	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-240_1.pdf
284	opisi-2	2-240	Р-177	Зернозбиральні комбайни	2	225-295	1933-1955	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-240_2.pdf
285	opisi-2	2-241	Р-184	Напівавтомат для заточування ін’єкційних голок моделі В3-42	1	1-16	1957-1969	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-148_1__2-241_1.pdf
286	opisi-2	2-242	Р-185	Автооператор двошвидкісний ГУ-301	1	1-17	1973-1978	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-242_1__2-243_1.pdf
287	opisi-2	2-243	Р-185	Машина для пакування виробів методом термовакуумформування УМ. 88.5.00.00.000	1	1-69	1978-1986	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-242_1__2-243_1.pdf
288	opisi-2	2-245	Р-45	Бурова машина «Стрела-68»	1	1-5	1977-1990	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-245_1.pdf
289	opisi-2	2-246	Р-188	Ізодром гідравлічний ИГ-1	1	1-38	1951-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
290	opisi-2	2-247	Р-188	Золотник блокувальний 3Б-1	1	1-24	1947-1959	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
291	opisi-2	2-248	Р-188	Автономний гідравлічний привід АГП-1	1	1-44	1960-1967	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
292	opisi-2	2-249	Р-74	Електродвигуни	1	1-32	1950-1967	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-249_1.pdf
293	opisi-2	2-250	Р-188	Автономний регулюючий клапан АРК-1	1	1-68	1960-1966	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
294	opisi-2	2-251	Р-188	Блок електронний регулювальний БЭР-1	1	1-16	1960	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
295	opisi-2	2-252	Р-188	Блок електронний керувальний БЭУ-1	1	1-18	1957	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
296	opisi-2	2-253	Р-188	Датчик потенціометричний показника положення модифікації кат. № 143-1 та № 143-2	1	1-33	1952-1956	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
297	opisi-2	2-254	Р-188	Датчик синхронізатора гідравлічний ДСГ-1	1	1-29	1951-1971	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
298	opisi-2	2-255	Р-188	Датчик температури дилатометричний, пневматичний прямої та зворотної дії ДТДП	1	1-46	1957-1973	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
299	opisi-2	2-256	Р-189	Автонавантажувачі	1	1-572	1950-1987	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-256_1.pdf
300	opisi-2	2-257	Р-188	Датчик показника положення ДПП-1	1	1-37	1956-1973	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
301	opisi-2	2-258	Р-190	Автомобілі. Проект: "Автомобіль ЗАЗ-965 «Запорожець»"	1	1-41	1957-1969	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-258_1.pdf
302	opisi-2	2-259	Р-191	Автомобілі. Проект: "Вантажний автомобіль КРАЗ-214 /КД/"	1	1-474	1955-1977	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-259_1.pdf
303	opisi-2	2-260	Р-192	Міжопераційна транспортна система із застосуванням каретки-оператора з автоматичним адресуванням	1	1-81	1975	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-260_1.pdf
304	opisi-2	2-261	Р-188	Клапан дросельний масляний КДМ-І	1	1-23	1949-1967	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
305	opisi-2	2-262	Р-188	Клапан дистанційного керування блокувальний КДУБ-1	1	1-18	1959-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
306	opisi-2	2-263	Р-188	Клапан пневмоелектричний КПЭ-І	1	1-20	1958-1973	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
307	opisi-2	2-264	Р-188	Клапан шунтувальний масляний КШМ-0201, КШМ-0202, КШМ-2	1	1-45	1950-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
308	opisi-2	2-265	Р-188	Механізм дистанційного налагодження МДН-1	1	1-30	1955-1975	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
309	opisi-2	2-266	Р-188	Механізм налагодження з приводом від ізодрома МНПИ	1	1-30	1950-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
310	opisi-2	2-267	Р-188	Механізм ручного налагодження МРН-І	1	1-36	1950-1971	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
311	opisi-2	2-268	Р-188	Пневмопривід поршневий з електричним керуванням ППЭ-І	1	1-22	1959-1973	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
312	opisi-2	2-269	Р-188	Приймач синхронізатора гідравлічний ПСГ-1	1	1-29	1952-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
313	opisi-2	2-270	Р-188	Реле тиску РД ПС-1	1	1-15	1956-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
314	opisi-2	2-271	Р-188	Сервопривід гідравлічний кривошинний СПГК-1	1	1-13	1950-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
315	opisi-2	2-272	Р-173	Установка стругова високошвидкісна УСВ	1	1-8	1964-1978	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-272_1.pdf
316	opisi-2	2-273	Р-184	Верстат для обробки базової поверхні соплових лопаток моделі БС-200	1	1-29	1954-1962	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-273_1.pdf
317	opisi-2	2-274	Р-196	Картонорубалка ножова КН-1	1	1-10	1951-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-274_1__2-275_1__2-276_1__2-277_1__2-278_1__2-279_1.pdf
318	opisi-2	2-275	Р-196	Блокосклеювальний верстат БТП-2	1	1-44	1955-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-274_1__2-275_1__2-276_1__2-277_1__2-278_1__2-279_1.pdf
319	opisi-2	2-276	Р-196	Травильна машина ФТК-50	1	1-42	1958-1974	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-274_1__2-275_1__2-276_1__2-277_1__2-278_1__2-279_1.pdf
320	opisi-2	2-277	Р-196	Коректурний верстат НВК	1	1-26	1956-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-274_1__2-275_1__2-276_1__2-277_1__2-278_1__2-279_1.pdf
321	opisi-2	2-278	Р-196	Гідравлічний обжимний верстат НВК	1	1-29	1958-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-274_1__2-275_1__2-276_1__2-277_1__2-278_1__2-279_1.pdf
322	opisi-2	2-279	Р-196	Машина фарборозтирочна мала МКМ	1	1-28	1962-1980	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-274_1__2-275_1__2-276_1__2-277_1__2-278_1__2-279_1.pdf
323	opisi-2	2-280	Р-78	Автоматичний фільтр-прес	1	1-9	1974	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-280_1.pdf
324	opisi-2	2-280	Р-78	Автоматичний фільтр-прес	2	1-24	1968-1975	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-280_2.pdf
325	opisi-2	2-280	Р-78	Автоматичний фільтр-прес	3	34-55	1981-1982	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-280_3.pdf
326	opisi-2	2-281	Р-188	Сервоприводи гідравлічні кривошипні (СПГК)	1	1-87	1951-1974	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-281_1__2-282_1__2-283_1__2-284_1__2-285_1__2-286_1.pdf
327	opisi-2	2-282	Р-188	Сервоприводи гідравлічні прохідні СПГП-2, СПГП-4, СПГП-5	1	1-41	1950-1973	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-281_1__2-282_1__2-283_1__2-284_1__2-285_1__2-286_1.pdf
328	opisi-2	2-283	Р-188	Устаткування для відбирання імпульсу від в’язких середовищ УВС-І	1	1-16	1956-1973	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-281_1__2-282_1__2-283_1__2-284_1__2-285_1__2-286_1.pdf
329	opisi-2	2-284	Р-188	Підсилювач двокаскадний гідравлічний УДКГ	1	1-85	1950-1971	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-281_1__2-282_1__2-283_1__2-284_1__2-285_1__2-286_1.pdf
330	opisi-2	2-285	Р-188	Устаткування імпульсне диференційне сильфонне (УИДС)	1	1-54	1951-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-281_1__2-282_1__2-283_1__2-284_1__2-285_1__2-286_1.pdf
331	opisi-2	2-286	Р-188	Пристрої імпульсні	1	1-65	1954-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-281_1__2-282_1__2-283_1__2-284_1__2-285_1__2-286_1.pdf
332	opisi-2	2-286	Р-188	Пристрої імпульсні	2	66-174	1949-1971	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-286_2.pdf
333	opisi-2	2-286	Р-188	Пристрої імпульсні	3	175-246	1951-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-286_3__2-306_1__2-307_1__2-308_1.pdf
334	opisi-2	2-287	Р-199	Лабораторія пенетраціонно-каротажної станції	1	1-160	1966-1971	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-287_1.pdf
335	opisi-2	2-288	Р-198	Машини підйомні прохідницькі пересувні	1	1-116	1976-1978	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-288_1__2-289_1.pdf
336	opisi-2	2-289	Р-198	Лебідка пересувна прохідницька ЛПП-25	1	1-38	1977	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-288_1__2-289_1.pdf
337	opisi-2	2-290	Р-184	Експериментальна установка для внутрішнього шліфування трубних заготовок	1	1-171	1961-1963	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-290_1.pdf
338	opisi-2	2-291	Р-200	Установка для складання гусеничних стрічок	1	1-122	1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-291_1__2-292_1__2-293_1__2-294_1__2-295_1__2-296_1.pdf
339	opisi-2	2-292	Р-200	Камера напилювання	1	1-38	1974	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-291_1__2-292_1__2-293_1__2-294_1__2-295_1__2-296_1.pdf
340	opisi-2	2-293	Р-200	Піч оплавильна	1	1-13	1974	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-291_1__2-292_1__2-293_1__2-294_1__2-295_1__2-296_1.pdf
341	opisi-2	2-294	Р-200	Автомат для фрезерування пазів в колекторі	1	1-51	1972	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-291_1__2-292_1__2-293_1__2-294_1__2-295_1__2-296_1.pdf
342	opisi-2	2-295	Р-200	Комплекс агрегатів для безперервного приготування рідких самотвердіючих сумішей на органічних сполученнях /ОЖСС/	1	1-25	1971-1973	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-291_1__2-292_1__2-293_1__2-294_1__2-295_1__2-296_1.pdf
343	opisi-2	2-296	Р-200	Машина для виготовлення стержнів ТИП 1 ОСТ 22-223-72	1	1-113	1979-1984	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-291_1__2-292_1__2-293_1__2-294_1__2-295_1__2-296_1.pdf
344	opisi-2	2-297	Р-184	Алмазно-розточувальний верстат 278 «Л»	1	1-10	1955-1958	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-297_1.pdf
345	opisi-2	2-298	Р-138	Машина для завалювання сипучих матеріалів і феросплавів в електропіч	1	1-151	1962-1972	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-298_1.pdf
346	opisi-2	2-299	Р-77	Станція індикації даних СИД-1000	1	1-294	1970-1977	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-299_1__2-300_1__2-301_1.pdf
347	opisi-2	2-300	Р-77	Станція індикації графічних даних Сигда-А-532-1	1	1-274	1971-1981	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-299_1__2-300_1__2-301_1.pdf
348	opisi-2	2-301	Р-77	Мікропрограмний автомат М-6010	1	1-489	1971-1987	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-299_1__2-300_1__2-301_1.pdf
349	opisi-2	2-302	Р-77	Система обробки даних Сирена-1	1	1-322	1964-1979	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-302_1.pdf
350	opisi-2	2-303	Р-77	Система малих електронно-обчислювальних машин. Обчислювальні комплекси СМ-1, СМ-2	1	1-880;881-1792	1968-1989	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-303_1_1-880.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-303_1_881-1792.pdf
351	opisi-2	2-303	Р-77	Система малих електронно-обчислювальних машин. Обчислювальні комплекси СМ-1, СМ-2	2	1793-2285;2286-2849	1972-1988	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-303_2_1793-2285.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-303_2_2286-2849.pdf
352	opisi-2	2-304	Р-207	Установка для виготовлення склопластикових труб УТНП-2	1	1-422	1970-1980	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-304_1.pdf
353	opisi-2	2-305	Р-117	Електрованни	1	1-57	1959	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-305_1.pdf
354	opisi-2	2-305	Р-117	Електрованни	2	58-156	1959-1960	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-305_2.pdf
355	opisi-2	2-306	Р-188	Підсилювачі однокаскадні гідравлічні УОКГ-1 – УОКГ-5	1	1-80	1950-1971	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-286_3__2-306_1__2-307_1__2-308_1.pdf
356	opisi-2	2-307	Р-188	Показник положення дистанційний УПД-1	1	1-11	1950-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-286_3__2-306_1__2-307_1__2-308_1.pdf
357	opisi-2	2-308	Р-188	Устаткування переривне електромеханічне УПЭМ-2	1	1-22	1955-1966	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-286_3__2-306_1__2-307_1__2-308_1.pdf
